"numLegislatura","ideCadastro","Nome Parlamentar","Nome","dataNascimento","sexo","partidoAtual","ufRepresentacaoAtual","nomeProfissao","email"
"52","74829","ALEXANDRE CARDOSO","ALEXANDRE AGUIAR CARDOSO","03/05/1952","M","PSB","RJ","Médico","dep.alexandrecardoso@camara.gov.br"
"52","74830","ALEXANDRE SANTOS","ALEXANDRE JOSE DOS SANTOS","04/09/1954","M","PMDB","RJ","Empresário","dep.alexandresantos@camara.gov.br"
"52","136226","ALEXANDRE MAIA","ALEXANDRE MAIA LEMOS","28/02/1960","M","PMDB","MG","Médico Veterinário e Empresário","dep.alexandremaia@camara.gov.br"
"52","74057","ALICE PORTUGAL","ALICE MAZZUCO PORTUGAL","16/05/1959","F","PCdoB","BA","Química Industrial e Farmacêutica Bioquímica","dep.aliceportugal@camara.gov.br"
"52","74675","ALMERINDA DE CARVALHO","ALMERINDA FILGUEIRAS DE CARVALHO","17/01/1952","F","PMDB","RJ","Professora e Pedagoga","dep.almerindadecarvalho@camara.gov.br"
"52","74341","ALMIR SA","ALMIR MORAIS SA","30/09/1953","M","PR","RR","Advogado e Empresário","dep.almirsa@camara.gov.br"
"52","74167","ALMIR MOURA","ALMIR OLIVEIRA MOURA","22/05/1959","M","S.PART.","RJ","Ministro Evangélico e Radialista","dep.almirmoura@camara.gov.br"
"52","73430","ALOYSIO NUNES FERREIRA","ALOYSIO NUNES FERREIRA FILHO","05/04/1945","M","PSDB","SP","Advogado","dep.aloysionunesferreira@camara.gov.br"
"52","74036","ALVARO DIAS","ALVARO COSTA DIAS","04/09/1959","M","PDT","RN","MEDICO","dep.alvarodias@camara.gov.br"
"52","129617","AMADOR TUT","AMADOR ATAIDE GONCALVES TUT","25/04/1941","M","PR","MT","Agropecuarista e Empresário","dep.amadortut@camara.gov.br"
"52","74444","PASTOR AMARILDO","AMARILDO MARTINS DA SILVA","22/08/1962","M","PSC","TO","Técnico em Contabilidade, Estatística, Economia Doméstica e Administração  e Empresário.","dep.pastoramarildo@camara.gov.br"
"52","74260","AMAURI GASQUES","AMAURI ROBLEDO GASQUES","17/03/1958","M","PR","SP","Médico Cardiologista","dep.amaurigasques@camara.gov.br"
"52","133440","ANA ALENCAR","ANA BORGES NEVES ALENCAR","09/11/1961","F","PSDB","TO","Odontóloga e Psicanalista","dep.anaalencar@camara.gov.br"
"52","134115","ANA GUERRA","ANA MARIA QUINTANS GUERRA DE OLIVEIRA","13/09/1954","F","PT","MG","Psicóloga","dep.anaguerra@camara.gov.br"
"52","74146","ANDERSON ADAUTO","ANDERSON ADAUTO PEREIRA","06/04/1957","M","PL","MG","ADVOGADO","dep.andersonadauto@camara.gov.br"
"52","74471","ANDRE DE PAULA","ANDRE CARLOS ALVES DE PAULA FILHO","22/07/1961","M","DEM","PE","Advogado.","dep.andredepaula@camara.gov.br"
"52","133377","ANDRE COSTA","ANDRE LUIZ COSTA DE SOUZA","22/05/1968","M","PDT","RJ","Diplomata","dep.andrecosta@camara.gov.br"
"52","74168","ANDRE LUIZ","ANDRE LUIZ LOPES DA SILVA","04/02/1959","M","S.PART.","RJ","

    ","dep.andreluiz@camara.gov.br"
"52","133439","ANDRE FIGUEIREDO","ANDRE PEIXOTO FIGUEIREDO LIMA","10/11/1966","M","PDT","CE","Advogado, Economista, Empresário","dep.andrefigueiredo@camara.gov.br"
"52","74377","ANDRE ZACHAROW","ANDRE ZACHAROW","07/07/1939","M","PMDB","PR","Advogado, Economista, Professor","dep.andrezacharow@camara.gov.br"
"52","74699","ANGELA GUADAGNIN","ANGELA MORAES GUADAGNIN","08/04/1948","F","PT","SP","Médica","dep.angelaguadagnin@camara.gov.br"
"52","74212","ANIBAL GOMES","ANIBAL FERREIRA GOMES","07/06/1953","M","PMDB","CE","Cirurgião-Dentista e Agropecuarista","dep.anibalgomes@camara.gov.br"
"52","74072","ANIVALDO VALE","ANIVALDO JUVENIL VALE","02/12/1944","M","PSDB","PA","Servidor Público e Agropecuarista","dep.anivaldovale@camara.gov.br"
"52","73928","ANN PONTES","ANN CLELIA DE BARROS PONTES","24/02/1966","F","PMDB","PA","Advogada","dep.annpontes@camara.gov.br"
"52","73937","ANSELMO","ANSELMO DE JESUS ABREU","25/12/1952","M","PT","RO","AGRICULTOR","dep.anselmo@camara.gov.br"
"52","133371","ANTENOR NASPOLINI","ANTENOR MANOEL NASPOLINI","21/10/1940","M","PSDB","CE","Professor e Sociólogo","dep.antenornaspolini@camara.gov.br"
"52","65987","LUCIA BRAGA","ANTONIA LUCIA NAVARRO BRAGA","13/12/1934","F","PMDB","PB","ASSISTENTE SOCIAL","dep.luciabraga@camara.gov.br"
"52","74277","LOBBE NETO","ANTONIO ADOLPHO LOBBE NETO","18/06/1957","M","PSDB","SP","BIOMEDICO","dep.lobbeneto@camara.gov.br"
"52","74373","ANTONIO CARLOS BIFFI","ANTONIO CARLOS BIFFI","09/03/1952","M","PT","MS","PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS","dep.antoniocarlosbiffi@camara.gov.br"
"52","73584","ANTONIO CARLOS MENDES THAME","ANTONIO CARLOS DE MENDES THAME","13/06/1946","M","PSDB","SP","Professor Universitário.","dep.antoniocarlosmendesthame@camara.gov.br"
"52","73431","ANTONIO CARLOS PANNUNZIO","ANTONIO CARLOS PANNUNZIO","29/07/1943","M","PSDB","SP","Engenheiro Metalúrgico e Professor Universitário","dep.antoniocarlospannunzio@camara.gov.br"
"52","74058","ANTONIO CARLOS MAGALHAES NETO","ANTONIO CARLOS PEIXOTO DE MAGALHAES NETO","26/01/1979","M","DEM","BA","Advogado","dep.antoniocarlosmagalhaesneto@camara.gov.br"
"52","73492","ANTONIO CARLOS BISCAIA","ANTONIO CARLOS SILVA BISCAIA","03/06/1942","M","PT","RJ","Procurador de Justiça e Professor Universitário","dep.biscaia@camara.gov.br"
"52","74473","CARLOS BATATA","ANTONIO CARLOS VIEIRA DOS SANTOS","13/06/1959","M","DEM","PE","Agropecuarista e Médico-Veterinário","dep.carlosbatata@camara.gov.br"
"52","141336","CHARLES LUCENA","ANTONIO CHARLES LUCENA DE OLIVEIRA MELLO","23/06/1967","M","PTB","PE","Médico, Empresário, Educador e Político.","dep.charleslucena@camara.gov.br"
"52","74016","COSTA FERREIRA","ANTONIO DA CONCEICAO COSTA FERREIRA","28/07/1939","M","PSC","MA","Advogado, Torneiro Mecânico e Professor","dep.costaferreira@camara.gov.br"
"52","73445","DELFIM NETTO","ANTONIO DELFIM NETTO","01/05/1928","M","PMDB","SP","Economista e Professor","dep.delfimnetto@camara.gov.br"
"52","74452","ANTONIO CAMBRAIA","ANTONIO ELBANO CAMBRAIA","01/08/1942","M","PSDB","CE","Economista, Professor Universitário e Administrador Público","dep.antoniocambraia@camara.gov.br"
"52","73817","ANTONIO CRUZ","ANTONIO FERREIRA DA CRUZ FILHO","05/12/1949","M","PP","MS","Médico","dep.antoniocruz@camara.gov.br"
"52","74194","ANTONIO JOAQUIM","ANTONIO JOAQUIM ARAUJO FILHO","21/08/1940","M","PSDB","MA","Médico e Assistente social","dep.antoniojoaquim@camara.gov.br"
"52","74034","MORAES SOUZA","ANTONIO JOSE DE MORAES SOUZA","15/01/1937","M","PMDB","PI","INDUSTRIAL","dep.moraessouza@camara.gov.br"
"52","74300","MARCELO TEIXEIRA","ANTONIO MARCELO TEIXEIRA SOUSA","06/04/1957","M","PSDB","CE","Engenheiro Civil, Engenheiro Químico e Professor Universitário","dep.marceloteixeira@camara.gov.br"
"52","74483","MILTON CARDIAS","ANTONIO MILTON CARDIAS","05/05/1948","M","PTB","RS","

    ","dep.miltoncardias@camara.gov.br"
"52","73885","SERAFIM VENZON","ANTONIO SERAFIM VENZON","19/06/1953","M","PSDB","SC","Médico","dep.serafimvenzon@camara.gov.br"
"52","73652","TETE BEZERRA","APARECIDA MARIA BORGES BEZERRA","20/07/1957","F","PMDB","MT","Microempresária e Enfermeira","dep.tetebezerra@camara.gov.br"
"52","74648","ARACELY DE PAULA","ARACELY DE PAULA","03/05/1941","M","PR","MG","Advogado","dep.aracelydepaula@camara.gov.br"
"52","73433","ARLINDO CHINAGLIA","ARLINDO CHIGNALIA JUNIOR","24/12/1949","M","PT","SP","Médico","dep.arlindochinaglia@camara.gov.br"
"52","74405","ARMANDO ABILIO","ARMANDO ABILIO VIEIRA","29/12/1944","M","PTB","PB","Médico","dep.armandoabilio@camara.gov.br"
"52","73923","CORONEL ALVES","ARMANDO ALVES JUNIOR","02/09/1959","M","PR","AP","POLICIAL MILITAR","dep.coronelalves@camara.gov.br"
"52","74472","ARMANDO MONTEIRO","ARMANDO DE QUEIROZ MONTEIRO NETO","24/02/1952","M","PTB","PE","Empresário, Advogado e Administrador de Empresas","dep.armandomonteiro@camara.gov.br"
"52","73993","ARNALDO MADEIRA","ARNALDO DE ABREU MADEIRA","10/03/1940","M","PSDB","SP","Sociólogo, Professor Universitário e Administrador de Empresas","dep.arnaldomadeira@camara.gov.br"
"52","73434","ARNALDO FARIA DE SA","ARNALDO FARIA DE SA","30/12/1945","M","PTB","SP","Contabilista, Radialista, Professor e Advogado","dep.arnaldofariadesa@camara.gov.br"
"52","74833","AROLDE DE OLIVEIRA","AROLDE DE OLIVEIRA","11/03/1937","M","DEM","RJ","Engenheiro, Economista e Professor","dep.aroldedeoliveira@camara.gov.br"
"52","74534","AROLDO CEDRAZ","AROLDO CEDRAZ DE OLIVEIRA","26/02/1951","M","DEM","BA","Médico Veterinário, Professor Universitário e Agropecuarista","dep.aroldocedraz@camara.gov.br"
"52","73683","ARY VANAZZI","ARY JOSE VANAZZI","22/10/1958","M","PT","RS","Professor de ensino de primeiro e segundo graus","dep.aryvanazzi@camara.gov.br"
"52","73435","ARY KARA","ARY KARA JOSE","26/03/1942","M","PTB","SP","Advogado","dep.arykara@camara.gov.br"
"52","74222","ASDRUBAL BENTES","ASDRUBAL MENDES BENTES","27/07/1939","M","PMDB","PA","Advogado e Servidor Público","dep.asdrubalbentes@camara.gov.br"
"52","74378","ASSIS MIGUEL DO COUTO","ASSIS MIGUEL DO COUTO","17/10/1961","M","PT","PR","AGRICULTOR","dep.assismigueldocouto@camara.gov.br"
"52","74147","ATHOS AVELINO","ATHOS AVELINO PEREIRA","06/06/1951","M","PPS","MG","MEDICO","dep.athosavelino@camara.gov.br"
"52","74459","ATILA LIRA","ATILA FREITAS LIRA","07/04/1947","M","PSDB","PI","Administrador de Empresas e Economista","dep.atilalira@camara.gov.br"
"52","74090","ATILA LINS","ATILA SIDNEY LINS ALBUQUERQUE","22/11/1950","M","PMDB","AM","Bacharel em Direito, graduado pela Universidade Federal do Amazonas em 1.976; Advogado com inscrição na OAB/AM nº 1.000 ; Bacharel em Economia, graduado pela Universidade Federal do Amazonas em 1.986; Auditor Concursado do TCE/AM, 1.977","dep.atilalins@camara.gov.br"
"52","74312","B. SA","BENEDITO DE CARVALHO SA","27/12/1946","M","PSB","PI","Médico","dep.b.sa@camara.gov.br"
"52","74517","BENEDITO DE LIRA","BENEDITO DE LIRA","01/05/1942","M","PP","AL","ADVOGADO","dep.beneditodelira@camara.gov.br"
"52","74343","DR. BENEDITO DIAS","BENEDITO DIAS DE CARVALHO","01/12/1957","M","PP","AP","Médico e Empresário","dep.dr.beneditodias@camara.gov.br"
"52","74040","BENJAMIN MARANHAO","BENJAMIN GOMES MARANHAO NETO","30/11/1971","M","PMDB","PB","Cirurgião-Dentista","dep.benjaminmaranhao@camara.gov.br"
"52","73464","OLIVEIRA FILHO","BERNARDINO BARRETO DE OLIVEIRA","15/04/1957","M","PR","PR","

    ","dep.oliveirafilho@camara.gov.br"
"52","74169","BERNARDO ARISTON","BERNARDO RAMOS ARISTON","25/09/1969","M","PMDB","RJ","BACHAREL EM DIREITO E RADIALISTA","dep.bernardoariston@camara.gov.br"
"52","74030","BISMARCK MAIA","BISMARCK COSTA LIMA PINHEIRO MAIA","31/07/1957","M","PSDB","CE","LEILOEIRO, AVALIADOR E ASSEMELHADOS","dep.bismarckmaia@camara.gov.br"
"52","74650","BONIFACIO DE ANDRADA","BONIFACIO JOSE TAMM DE ANDRADA","14/05/1930","M","PSDB","MG","ADVOGADO E PROFESSOR UNIVERSITÁRIO","dep.bonifaciodeandrada@camara.gov.br"
"52","73469","CARLITO MERSS","CARLITO MERSS","16/09/1955","M","PT","SC","Professor e Industriário","dep.carlitomerss@camara.gov.br"
"52","141331","CARLOS LAPA","CARLOS ADILSON PINTO LAPA","07/12/1944","M","PSB","PE","

    ","dep.carloslapa@camara.gov.br"
"52","73934","CARLOS SOUZA","CARLOS ALBERTO CAVALCANTE DE SOUZA","17/08/1952","M","PP","AM","Biólogo, Professor, Radialista","dep.carlossouza@camara.gov.br"
"52","74321","BETINHO ROSADO","CARLOS ALBERTO DE SOUSA ROSADO","23/12/1948","M","DEM","RN","Professor Universitário, Engenheiro Agrônomo e Economista","dep.betinhorosado@camara.gov.br"
"52","74290","CARLOS ALBERTO LEREIA","CARLOS ALBERTO LEREIA DA SILVA","19/06/1961","M","PSDB","GO","Radialista","dep.carlosalbertolereia@camara.gov.br"
"52","74676","CARLOS RODRIGUES","CARLOS ALBERTO RODRIGUES PINTO","04/10/1957","M","PL","RJ","Radialista e Pastor Evangélico","dep.carlosrodrigues@camara.gov.br"
"52","74285","CARLOS ABICALIL","CARLOS AUGUSTO ABICALIL","23/01/1962","M","PT","MT","Professor de Educação Básica.","dep.carlosabicalil@camara.gov.br"
"52","74835","CARLOS SANTANA","CARLOS AUGUSTO ALVES SANTANA","25/05/1961","M","PT","RJ","Metalúrgico e Ferroviário","dep.carlossantana@camara.gov.br"
"52","74195","CESAR BANDEIRA","CARLOS CESAR BRANCO BANDEIRA","02/05/1946","M","S.PART.","MA","Engenheiro Civil e Empresário","dep.cesarbandeira@camara.gov.br"
"52","74651","CARLOS MELLES","CARLOS DO CARMO ANDRADE MELLES","11/03/1947","M","DEM","MG","Engenheiro Agrônomo e Empresário","dep.carlosmelles@camara.gov.br"
"52","74484","CARLOS MOTA","CARLOS DOMINGOS MOTA COELHO","04/04/1955","M","PSB","MG","Procurador Federal","dep.carlosmota@camara.gov.br"
"52","74474","CARLOS EDUARDO CADOCA","CARLOS EDUARDO CINTRA DA COSTA PEREIRA","23/04/1940","M","PMDB","PE","Advogado","dep.carloseduardocadoca@camara.gov.br"
"52","73945","EDUARDO GOMES","CARLOS EDUARDO TORRES GOMES","28/04/1966","M","PSDB","TO","SERVIDOR PUBLICO ESTADUAL","dep.eduardogomes@camara.gov.br"
"52","73471","FERNANDO CORUJA","CARLOS FERNANDO CORUJA AGUSTINI","04/12/1954","M","PPS","SC","Médico Advogado e Professor.","dep.fernandocoruja@camara.gov.br"
"52","137578","FRED KOHLER","CARLOS FREDERICO KOHLER","08/06/1963","M","PMDB","RJ","

    ","dep.fredkohler@camara.gov.br"
"52","73825","CARLOS NADER","CARLOS FREDERICO THEODORO NADER","21/09/1965","M","PR","RJ","Advogado - Empresário.","dep.carlosnader@camara.gov.br"
"52","74262","CARLOS SAMPAIO","CARLOS HENRIQUE FOCESI SAMPAIO","31/03/1963","M","PSDB","SP","Promotor de Justiça.","dep.carlossampaio@camara.gov.br"
"52","74163","MANATO","CARLOS HUMBERTO MANNATO","07/08/1957","M","PDT","ES","MEDICO","dep.manato@camara.gov.br"
"52","74466","CARLOS DUNGA","CARLOS MARQUES DUNGA","07/12/1945","M","PTB","PB","Advogado, Professor e Pecuarista","dep.carlosdunga@camara.gov.br"
"52","73588","MAURO BENEVIDES","CARLOS MAURO CABRAL BENEVIDES","21/03/1930","M","PMDB","CE","ADVOGADO, PROFESSOR, ADMINISTRADOR E

JORNALISTA","dep.maurobenevides@camara.gov.br"
"52","74148","CARLOS WILLIAN","CARLOS WILLIAN DE SOUZA","01/08/1956","M","PTC","MG","ADVOGADO","dep.carloswillian@camara.gov.br"
"52","74799","CELCITA PINHEIRO","CELCITA ROSA PINHEIRO DA SILVA","22/12/1943","F","DEM","MT","Professora","dep.celcitapinheiro@camara.gov.br"
"52","73441","CELSO RUSSOMANNO","CELSO UBIRAJARA RUSSOMANNO","20/08/1956","M","PP","SP","Apresentador de Televisão, Repórter e Bacharel em Direito","dep.celsorussomanno@camara.gov.br"
"52","74379","CEZAR SILVESTRI","CEZAR AUGUSTO CAROLLO SILVESTRI","01/08/1954","M","PPS","PR","ENGENHEIRO","dep.cezarsilvestri@camara.gov.br"
"52","73480","CEZAR SCHIRMER","CEZAR AUGUSTO SCHIRMER","23/02/1952","M","PMDB","RS","Advogado e Professor Universitário","dep.cezarschirmer@camara.gov.br"
"52","74313","CIRO NOGUEIRA","CIRO NOGUEIRA LIMA FILHO","21/11/1968","M","PP","PI","Advogado e Empresário","dep.cironogueira@camara.gov.br"
"52","74381","DRA. CLAIR","CLAIR DA FLORA MARTINS","10/07/1945","F","PT","PR","Advogada","dep.dra.clair@camara.gov.br"
"52","74391","VIGNATTI","CLAUDIO ANTONIO VIGNATTI","02/02/1967","M","PT","SC","SERVIDOR PUBLICO MUNICIPAL","dep.vignatti@camara.gov.br"
"52","74537","CLAUDIO CAJADO","CLAUDIO CAJADO SAMPAIO","01/12/1963","M","DEM","BA","Advogado","dep.claudiocajado@camara.gov.br"
"52","141057","CLAUDIO DIAZ","CLAUDIO CASTANHEIRA DIAZ","03/10/1953","M","PSDB","RS","Veterinário","dep.claudiodiaz@camara.gov.br"
"52","74263","CLAUDIO MAGRAO","CLAUDIO MAGRAO DE CAMARGO CRE","06/07/1951","M","PPS","SP","ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METALIC","dep.claudiomagrao@camara.gov.br"
"52","74578","CLEUBER CARNEIRO","CLEUBER BRANDAO CARNEIRO","27/01/1940","M","PTB","MG","

    ","dep.cleubercarneiro@camara.gov.br"
"52","74026","CLOVIS FECURY","CLOVIS ANTONIO CHAVES FECURY","08/02/1969","M","DEM","MA","Engenheiro Civil","dep.clovisfecury@camara.gov.br"
"52","141334","CLOVIS CORREA","CLOVIS CORREA DE OLIVEIRA ANDRADE FILHO","06/05/1944","M","PSB","PE","

    ","dep.cloviscorrea@camara.gov.br"
"52","74230","COLBERT MARTINS","COLBERT MARTINS DA SILVA FILHO","02/10/1952","M","PMDB","BA","Médico","dep.colbertmartins@camara.gov.br"
"52","74097","CONFUCIO MOURA","CONFUCIO AIRES MOURA","16/05/1948","M","PMDB","RO","Médico, Pecuarista e Professor","dep.confuciomoura@camara.gov.br"
"52","74538","CORIOLANO SALES","CORIOLANO SOUSA SALES","01/08/1943","M","DEM","BA","Advogado","dep.coriolanosales@camara.gov.br"
"52","74579","CUSTODIO MATTOS","CUSTODIO ANTONIO DE MATTOS","03/04/1948","M","PSDB","MG","Servidor Público Aposentado","dep.custodiomattos@camara.gov.br"
"52","74467","DAMIAO FELICIANO","DAMIAO FELICIANO DA SILVA","28/04/1952","M","PP","PB","Médico, Empresário e Radialista","dep.damiaofeliciano@camara.gov.br"
"52","74060","DANIEL ALMEIDA","DANIEL GOMES DE ALMEIDA","21/01/1955","M","PCdoB","BA","Industriário","dep.danielalmeida@camara.gov.br"
"52","74654","DANILO DE CASTRO","DANILO DE CASTRO","05/03/1945","M","PSDB","MG","Bancário","dep.danilodecastro@camara.gov.br"
"52","74187","DARCI COELHO","DARCI MARTINS COELHO","17/01/1940","M","PP","TO","Advogado e Professor Universitário","dep.darcicoelho@camara.gov.br"
"52","73486","POMPEO DE MATTOS","DARCI POMPEO DE MATTOS","12/07/1958","M","PDT","RS","Advogado e Bancário","dep.pompeodemattos@camara.gov.br"
"52","73891","DARCISIO PERONDI","DARCISIO PAULO PERONDI","02/04/1947","M","PMDB","RS","Médico","dep.darcisioperondi@camara.gov.br"
"52","73935","HUMBERTO MICHILES","DARCY HUMBERTO MICHILES","14/12/1952","M","PR","AM","SECURITARIO","dep.humbertomichiles@camara.gov.br"
"52","73924","DAVI ALCOLUMBRE","DAVID SAMUEL ALCOLUMBRE TOBELEM","19/06/1977","M","DEM","AP","COMERCIANTE","dep.davialcolumbre@camara.gov.br"
"52","74252","JUIZA DENISE FROSSARD","DENISE FROSSARD LOSCHI","06/10/1950","F","PPS","RJ","PROFESSOR DE ENSINO SUPERIOR","dep.juizadenisefrossard@camara.gov.br"
"52","73704","DERVAL DE PAIVA","DERVAL BATISTA DE PAIVA","24/06/1942","M","PMDB","TO","Advogado, Pecuarista","dep.dervaldepaiva@camara.gov.br"
"52","74264","DEVANIR RIBEIRO","DEVANIR RIBEIRO","02/02/1944","M","PT","SP","APOSENTADO (EXCETO SERVIDOR PUBLICO)","dep.devanirribeiro@camara.gov.br"
"52","73768","DILCEU SPERAFICO","DILCEU JOAO SPERAFICO","26/01/1948","M","PP","PR","Industrial, Bacharel em Direito, Filósofo e Agropecuarista","dep.dilceusperafico@camara.gov.br"
"52","134893","VITORASSI","DILTO VITORASSI","11/07/1959","M","PT","PR","

    ","dep.vitorassi@camara.gov.br"
"52","74265","DIMAS RAMALHO","DIMAS EDUARDO RAMALHO","13/08/1954","M","PPS","SP","MEMBRO DO MINISTERIO PUBLICO","dep.dimasramalho@camara.gov.br"
"52","74266","DURVAL ORLATO","DURVAL LOPES ORLATO","21/04/1964","M","PT","SP","OUTROS","dep.durvalorlato@camara.gov.br"
"52","133375","EDINHO MONTEMOR","EDGARD MONTEMOR FERNANDES","07/06/1956","M","PSB","SP","Advogado","dep.edinhomontemor@camara.gov.br"
"52","73942","JUNIOR BETAO","EDILBERTO AFONSO DE MORAIS JUNIOR","10/03/1977","M","PR","AC","COMERCIANTE","dep.juniorbetao@camara.gov.br"
"52","73599","EDIR OLIVEIRA","EDIR PEDRO DE OLIVEIRA","03/02/1950","M","PTB","RS","Radialista","dep.ediroliveira@camara.gov.br"
"52","73794","EDISON ANDRINO","EDISON ADRIAO ANDRINO DE OLIVEIRA","18/12/1945","M","PMDB","SC","Empresário e Bacharel em Direito","dep.edisonandrino@camara.gov.br"
"52","74580","EDMAR MOREIRA","EDMAR BATISTA MOREIRA","25/09/1939","M","DEM","MG","Empresário e Produtor Rural","dep.edmarmoreira@camara.gov.br"
"52","73827","EDMUNDO GALDINO","EDMUNDO GALDINO DA SILVA","28/10/1958","M","PDT","TO","Agropecuarista.","dep.edmundogaldino@camara.gov.br"
"52","74267","EDNA MACEDO","EDNA BEZERRA SAMPAIO FERNANDES","01/04/1948","F","PTB","SP","

    ","dep.ednamacedo@camara.gov.br"
"52","73793","EDINHO BEZ","EDSON BEZ DE OLIVEIRA","06/03/1950","M","PMDB","SC","Contador e Bancário","dep.edinhobez@camara.gov.br"
"52","74838","EDSON EZEQUIEL","EDSON EZEQUIEL DE MATOS","13/07/1945","M","PMDB","RJ","Engenheiro e Professor  Universitário","dep.edsonezequiel@camara.gov.br"
"52","74061","EDSON DUARTE","EDSON GONCALVES DUARTE","02/11/1965","M","PV","BA","Técnico em Agropecuária e Pedagogo","dep.edsonduarte@camara.gov.br"
"52","74173","EDUARDO CUNHA","EDUARDO COSENTINO DA CUNHA","29/09/1958","M","PMDB","RJ","ECONOMISTA","dep.eduardocunha@camara.gov.br"
"52","74683","EDUARDO PAES","EDUARDO DA COSTA PAES","14/11/1969","M","PSDB","RJ","Bacharel em Direito","dep.eduardopaes@camara.gov.br"
"52","74382","EDUARDO SCIARRA","EDUARDO FRANCISCO SCIARRA","05/10/1952","M","DEM","PR","ENGENHEIRO","dep.eduardosciarra@camara.gov.br"
"52","74416","EDUARDO CAMPOS","EDUARDO HENRIQUE ACCIOLY CAMPOS","10/08/1965","M","PSB","PE","Economista","dep.eduardocampos@camara.gov.br"
"52","74655","EDUARDO BARBOSA","EDUARDO LUIZ BARROS BARBOSA","25/08/1958","M","PSDB","MG","Médico","dep.eduardobarbosa@camara.gov.br"
"52","74344","EDUARDO SEABRA","EDUARDO SEABRA DA COSTA","15/09/1951","M","PTB","AP","Professor","dep.eduardoseabra@camara.gov.br"
"52","73938","EDUARDO VALVERDE","EDUARDO VALVERDE ARAUJO ALVES","20/02/1957","M","PT","RO","SERVIDOR PUBLICO FEDERAL","dep.eduardovalverde@camara.gov.br"
"52","74494","VADINHO BAIAO","EDVALDO BAIAO ALBINO","07/03/1959","M","PT","MG","Tecnólogo em Cooperativismo","dep.vadinhobaiao@camara.gov.br"
"52","74174","ELAINE COSTA","ELANI CARVALHO COSTA","12/05/1959","F","PTB","RJ","PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS","dep.elainecosta@camara.gov.br"
"52","74268","ELIMAR MAXIMO DAMASCENO","ELIMAR MAXIMO DAMASCENO","17/02/1951","M","PR","SP","MEDICO","dep.elimarmaximodamasceno@camara.gov.br"
"52","74198","ELISEU MOURA","ELISEU BARROSO DE CARVALHO MOURA","04/12/1952","M","PP","MA","Engenheiro Civil e Pecuarista","dep.eliseumoura@camara.gov.br"
